"title", "artist", "lyrics"
"Stay With Me","Sam Smith", "Guess it's true, I'm not good at a one-night stand But I still need love 'cause I'm just a man These nights never seem to go to plan I don't want you to leave, will you hold my hand? [Chorus] Oh, won't you stay with me? 'Cause you're all I need This ain't love, it's clear to see But darling, stay with me [Verse 2] Why am I so emotional? No, it's not a good look, gain some self-control And deep down I know this never works But you can lay with me so it doesn't hurt [Chorus] Oh, won't you stay with me? 'Cause you're all I need This ain't love, it's clear to see But darling, stay with me [Interlude] Oooh, oooh Oooh, oooh [Chorus] Oh, won't you stay with me? 'Cause you're all I need This ain't love, it's clear to see But darling, stay with me [Chorus] Oh, won't you stay with me? 'Cause you're all I need This ain't love, it's clear to see But darling, stay with me",
"Summer","Calvin Harris", "When I met you in the summer To my heartbeat's sound We fell in love As the leaves turned brown And we could be together, baby As long as skies are blue You act so innocent now But you lied so soon When I met you in the summer [Instrumental Chorus] [Verse] When I met you in the summer (Summer) To my heartbeat's sound (Yeah, yeah) We fell in love (Love) As the leaves turned brown (Yeah, yeah) And we could be together, baby As long as skies are blue (Yeah, yeah) You act so innocent now But you lied so soon (Yeah, yeah) When I met you in the summer Summer [Instrumental Chorus] [Bridge] When I met you in the summer (Summer) (Yeah, yeah) (Love) (Yeah, yeah) Summer (Summer) (Yeah, yeah) (Love) (Yeah, yeah)",
"Happy - From ''Despicable Me 2''","Pharrell Williams", "It might seem crazy what I'm 'bout to say Sunshine she's here, you can take a break I'm a hot air balloon that could go to space With the air, like I don't care, baby, by the way [Chorus] (Because I'm happy) Clap along if you feel like a room without a roof (Because I'm happy) Clap along if you feel like happiness is the truth (Because I'm happy) Clap along if you know what happiness is to you (Because I'm happy) Clap along if you feel like that's what you wanna do [Verse 2] Here come bad news, talking this and that (Yeah!) Well, give me all you got, don't hold it back (Yeah!) Well, I should probably warn ya, I'll be just fine (Yeah!) No offense to you, don’t waste your time, here's why [Chorus] (Because I'm happy) Clap along if you feel like a room without a roof (Because I'm happy) Clap along if you feel like happiness is the truth (Because I'm happy) Clap along if you know what happiness is to you (Because I'm happy) Clap along if you feel like that's what you wanna do [Bridge] Bring me down Can't nothing bring me down My level's too high to bring me down Can't nothing bring me down, I said Bring me down Can't nothing bring me down My level's too high to bring me down Can't nothing bring me down, I said [Chorus] (Because I'm happy) Clap along if you feel like a room without a roof (Because I'm happy) Clap along if you feel like happiness is the truth (Because I'm happy) Clap along if you know what happiness is to you (Because I'm happy) Clap along if you feel like that's what you wanna do (Because I'm happy) Clap along if you feel like a room without a roof (Because I'm happy) Clap along if you feel like happiness is the truth (Because I'm happy) Clap along if you know what happiness is to you (Because I'm happy) Clap along if you feel like that's what you wanna do [Bridge] Bring me down Can't nothing bring me down My level's too high to bring me down Can't nothing bring me down, I said... [Chorus] (Because I'm happy) Clap along if you feel like a room without a roof (Because I'm happy) Clap along if you feel like happiness is the truth (Because I'm happy) Clap along if you know what happiness is to you (Because I'm happy) Clap along if you feel like that's what you wanna do (Because I'm happy) Clap along if you feel like a room without a roof (Because I'm happy) Clap along if you feel like happiness is the truth (Because I'm happy) Clap along if you know what happiness is to you (Because I'm happy) Clap along if you feel like that's what you wanna do (Come on)",
"Rude","MAGIC!", "Saturday mornin', jumped outta bed and put on my best suit Got in my car and raced like a jet all the way to you Knocked on your door with heart in my hand to ask you a question 'Cause I know that you're an old-fashioned man, yeah (Yeah) [Pre-Chorus] Can I have your daughter for the rest of my life? Say yes, say yes 'cause I need to know You say I'll never get your blessin' till the day I die 'Tough luck, my friend, but the answer is no!' [Chorus] Why you gotta be so rude? Don't you know I'm human too? Why you gotta be so rude? I'm gonna marry her anyway (Marry that girl) Marry her anyway (Marry that girl) Yeah, no matter what you say (Marry that girl) And we'll be a family Why you gotta be so rude? [Verse 2] I hate to do this, you leave no choice, can't live without her Love me or hate me, we will be both standin' at that altar Or we will run away to another galaxy, you know You know she's in love with me, she will go anywhere I go [Pre-Chorus] Can I have your daughter for the rest of my life? Say yes, say yes 'cause I need to know You say I'll never get your blessin' till the day I die 'Tough luck, my friend, 'cause the answer's still no!' [Chorus] Why you gotta be so rude? Don't you know I'm human too? Why you gotta be so rude? I'm gonna marry her anyway (Marry that girl) Marry her anyway (Marry that girl) No matter what you say (Marry that girl) And we'll be a family Why you gotta be so rude? Rude (Why you gotta be so–) [Bridge] Can I have your daughter for the rest of my life? Say yes, say yes 'cause I need to know You say I'll never get your blessin' till the day I die 'Tough luck, my friend, but no still means no!' [Chorus] Why you gotta be so rude? Don't you know I'm human too? Why you gotta be so rude? I'm gonna marry her anyway (Marry that girl) Marry her anyway (Marry that girl) No matter what you say (Marry that girl) And we'll be a family Why you gotta be so rude? Why, why, why, why? (Say) Say, why you gotta be so rude?",
"Shake It Off","Taylor Swift", "I stay out too late Got nothing in my brain That's what people say, mmm-mmm That's what people say, mmm-mmm I go on too many dates But I can't make them stay At least that's what people say, mmm-mmm That's what people say, mmm-mmm [Pre-Chorus] But I keep cruisin' Can't stop, won't stop movin' It's like I got this music in my mind Sayin' it's gonna be alright [Chorus] 'Cause the players gonna play, play, play, play, play And the haters gonna hate, hate, hate, hate, hate Baby, I'm just gonna shake, shake, shake, shake, shake I shake it off, I shake it off Heartbreakers gonna break, break, break, break, break And the fakers gonna fake, fake, fake, fake, fake Baby, I'm just gonna shake, shake, shake, shake, shake I shake it off, I shake it off [Verse 2] I never miss a beat I'm lightnin' on my feet And that's what they don't see, mmm-mmm That's what they don't see, mmm-mmm I'm dancin' on my own (Dancin' on my own) I make the moves up as I go (Moves up as I go) And that's what they don't know, mmm-mmm That's what they don't know, mmm-mmm [Pre-Chorus] But I keep cruisin' Can't stop, won't stop groovin' It's like I got this music in my mind Sayin' it's gonna be alright [Chorus] 'Cause the players gonna play, play, play, play, play And the haters gonna hate, hate, hate, hate, hate Baby, I'm just gonna shake, shake, shake, shake, shake I shake it off, I shake it off Heartbreakers gonna break, break, break, break, break And the fakers gonna fake, fake, fake, fake, fake Baby, I'm just gonna shake, shake, shake, shake, shake I shake it off, I shake it off [Post-Chorus] Shake it off, I shake it off I, I, I shake it off, I shake it off I, I, I shake it off, I shake it off I, I, I shake it off, I shake it off [Interlude] Hey, hey, hey Just think, while you've been gettin' down and out about the liars And the dirty, dirty cheats of the world You could've been gettin' down To this sick beat [Bridge] My ex-man brought his new girlfriend She's like, 'Oh my God!' But I'm just gonna shake And to the fella over there with the hella good hair Won't you come on over, baby? We can shake, shake, shake Yeah, oh, oh, oh [Chorus] 'Cause the players gonna play, play, play, play, play And the haters gonna hate, hate, hate, hate, hate (Haters gonna hate) Baby, I'm just gonna shake, shake, shake, shake, shake I shake it off, I shake it off (Ha!) Heartbreakers gonna break, break, break, break, break (Mmm) And the fakers gonna fake, fake, fake, fake, fake (And fake, and fake, and fake) Baby, I'm just gonna shake, shake, shake, shake, shake I shake it off, I shake it off (I, I, I) [Post-Chorus] Shake it off, I shake it off I, I, I shake it off, I shake it off I, I, I shake it off, I shake it off I, I, I shake it off, I shake it off Shake it off, I shake it off I, I, I shake it off, I shake it off I, I, I shake it off, I shake it off I, I, I shake it off, I shake it off (Yeah!) Shake it off, I shake it off I, I, I shake it off, I shake it off (You got to) I, I, I shake it off, I shake it off I, I, I shake it off, I shake it off",
"Dark Horse","Katy Perry", "Yeah, y'all know what it is Katy Perry, Juicy J Uh-huh, let's rage! [Verse 1: Katy Perry] I knew you were, you were gonna come to me And here you are, but you better choose carefully 'Cause I, I'm capable of anything Of anything, and everything [Pre-Chorus 1: Katy Perry] Make me your Aphrodite Make me your one and only But don't make me your enemy (Enemy) Your enemy (Your enemy), your enemy [Chorus: Katy Perry] So you wanna play with magic? Boy, you should know what you're fallin' for Baby, do you dare to do this? 'Cause I'm coming at you like a dark horse Are you ready for, ready for A perfect storm, perfect storm? 'Cause once you're mine, once you're mine There's no going back [Verse 2: Katy Perry] Mark my words, this love will make you levitate Like a bird, like a bird without a cage We're down to earth if you choose to walk away Don't walk away (Walk away) [Pre-Chorus 2: Katy Perry] It's in the palm of your hand now, baby It's a yes or a no, no maybe So just be sure before you give it all to me All to me, give it all to me [Chorus: Katy Perry] So you wanna play with magic? Boy, you should know what you're fallin' for Baby, do you dare to do this? 'Cause I'm coming at you like a dark horse Are you ready for, ready for A perfect storm, perfect storm? 'Cause once you're mine, once you're mine There's no going back [Verse 3: Juicy J] She's a beast, I call her Karma (Come back) She eat your heart out like Jeffrey Dahmer (Woo!) Be careful, try not to lead her on Shawty's heart is on steroids, 'cause her love is so strong You may fall in love when you meet her (Meet her) If you get the chance, you better keep her (Keep her) She's sweet as pie, but if you break her heart She turn cold as a freezer (Freezer) That fairy tale ending with a knight in shining armor She can be my sleeping beauty, I'm gon' put her in a coma (Woo!) Damn, I think I love her, shawty's so bad I'm sprung and I don't care She ride me like a roller coaster, turn the bedroom into a fair (A fair) Her love is like a drug, I was tryna hit it and quit it But lil mama so dope, I messed around and got addicted [Chorus: Katy Perry] So you wanna play with magic? Boy, you should know what you're fallin' for (You should know) Baby, do you dare to do this? 'Cause I'm coming at you like a dark horse (Like a dark horse) Are you ready for, ready for (Ready for) A perfect storm, perfect storm? (A perfect storm) 'Cause once you're mine, once you're mine There's no going back",
"Hey Brother","Avicii", "Hey, brother There's an endless road to rediscover Hey, sister Know the water's sweet but blood is thicker [Pre-Chorus] Oh, if the sky comes falling down For you, there's nothing in this world I wouldn't do [Verse 2] Hey, brother Do you still believe in one another? Hey, sister Do you still believe in love? I wonder [Pre-Chorus] Oh, if the sky comes falling down For you, there's nothing in this world I wouldn't do [Chorus] What if I'm far from home? Oh brother, I will hear you call What if I lose it all? Oh sister, I will help you out Oh, if the sky comes falling down For you, there's nothing in this world I wouldn't do [Instrumental Break] [Verse 3] Hey, brother There's an endless road to rediscover Hey, sister Do you still believe in love? I wonder [Pre-Chorus] Oh, if the sky comes falling down For you, there's nothing in this world I wouldn't do [Chorus] What if I'm far from home? Oh brother, I will hear you call What if I lose it all? Oh sister, I will help you out Oh, if the sky comes falling down For you, there's nothing in this world I wouldn't do",
"Maps","Maroon 5", "I miss the taste of a sweeter life I miss the conversation I'm searching for a song tonight I'm changing all of the stations I like to think that we had it all We drew a map to a better place But on that road, I took a fall Oh, baby, why did you run away? [Pre-Chorus] I was there for you In your darkest times I was there for you In your darkest night [Chorus] But I wonder, where were you? When I was at my worst Down on my knees And you said you had my back So I wonder, where were you? When all the roads you took came back to me So I'm following the map that leads to you [Post-Chorus] The map that leads to you Ain't nothing I can do The map that leads to you Following, following, following to you The map that leads to you Ain't nothing I can do The map that leads to you Following, following, following [Verse 2] I hear your voice in my sleep at night Hard to resist temptation 'Cause something strange has come over me Now, I can't get over you No, I just can't get over you, ooh [Pre-Chorus] I was there for you In your darkest times I was there for you In your darkest night [Chorus] But I wonder, where were you? When I was at my worst Down on my knees And you said you had my back So I wonder, where were you? When all the roads you took came back to me So I'm following the map that leads to you [Post-Chorus] The map that leads to you Ain't nothing I can do The map that leads to you Following, following, following to you The map that leads to you Ain't nothing I can do The map that leads to you [Bridge] Oh, oh, oh, ah Ooh, oh, oh, ah Yeah, yeah, yeah, ah Aha, ah, mmm, ah Oh, I was there for you Oh, in your darkest times Oh, I was there for you Oh, in your darkest night Oh, I was there for you Oh, in your darkest times Oh, I was there for you Oh, in your darkest night [Chorus] But I wonder, where were you? When I was at my worst Down on my knees And you said you had my back So I wonder, where were you? When all the roads you took came back to me So I'm following the map that leads to you The map that leads to you Ain't nothing I can do The map that leads to you Following, following, following to you The map that leads to you Ain't nothing I can do The map that leads to you Following, following, following",
"Treasure","Bruno Mars", "Baby squirrel, you's a sexy motherfucker [Verse 1] Gimme your, gimme your, gimme your attention, baby I gotta tell you a little somethin' about yourself! You're wonderful, flawless, ooh, you're a sexy lady But you walk around here like you wanna be someone else (Else) [Pre-Chorus] Oh, whoa-oh-oh I know that you don't know it, but you're fine, so fine (Fine, so fine) Oh, whoa-oh-oh Oh, girl, I'm gonna show you when you're mine, oh, mine (Mine, oh, mine) [Chorus] Treasure, that is what you are Honey, you're my golden star You know you can make my wish come true If you let me treasure you If you let me treasure you [Post-Chorus] Whoa-oh-oh-h-h-h [Verse 2] Pretty girl, pretty girl, pretty girl, you should be smiling (You should be smiling) A girl like you should never look so blue You're everything I see in my dreams I wouldn't say that to you if it wasn't true [Pre-Chorus] Oh, whoa-oh-oh I know that you don't know it, but you're fine, so fine (Fine, so fine) Oh, whoa-oh-oh Oh, girl, I'm gonna show you when you're mine, oh, mine (Mine, oh, mine) [Chorus] Treasure, that is what you are Honey, you're my golden star You know you can make my wish come true If you let me treasure you If you let me treasure you [Post-Chorus] Whoa-oh-oh-h-h-h [Bridge] You are my treasure, you are my treasure You are my treasure, yeah, you, you, you, you are You are my treasure, you are my treasure You are my treasure, yeah, you, you, you, you are [Chorus] Treasure (You are my treasure) That is what you are (You are my treasure) (You are my treasure) Honey, you're my golden star (You are) (You are my treasure) You know you can make my wish come true (You are my treasure) If you let me treasure you (You are) (You are my treasure) If you let me treasure you (You are my treasure) [Post-Chorus] Whoa-oh-oh-h-h-h",
"Let Her Go","Passenger", "Well you only need the light when it's burning low Only miss the sun when it starts to snow Only know you love her when you let her go Only know you've been high when you're feeling low Only hate the road when you're missing home Only know you love her when you let her go And you let her go... [Verse 1] Staring at the bottom of your glass Hoping one day you'll make a dream last But dreams come slow and they go so fast You see her when you close your eyes Maybe one day you'll understand why Everything you touch surely dies [Hook] But you only need the light when it's burning low Only miss the sun when it starts to snow Only know you love her when you let her go Only know you've been high when you're feeling low Only hate the road when you're missing home Only know you love her when you let her go [Verse 2] Staring at the ceiling in the dark Same old empty feeling in your heart 'Cause love comes slow and it goes so fast Well you see her when you fall asleep But never to touch and never to keep 'Cause you loved her too much and you dived too deep [Hook] Well you only need the light when it's burning low Only miss the sun when it starts to snow Only know you love her when you let her go Only know you've been high when you're feeling low Only hate the road when you're missing home Only know you love her when you let her go And you let her go... [Bridge] Oh, oh, woah, oh, oh And you let her go Oh, oh, woah, oh, oh When you let her go Whoa [Hook] 'Cause you only need the light when it's burning low Only miss the sun when it starts to snow Only know you love her when you let her go Only know you've been high when you're feeling low Only hate the road when you're missing home Only know you love her when you let her go 'Cause you only need the light when it's burning low Only miss the sun when it starts to snow Only know you love her when you let her go Only know you've been high when you're feeling low Only hate the road when you're missing home Only know you love her when you let her go And you let her go...",
"Problem","Ariana Grande", "Uh-huh! It's Iggy Iggs! I got one more problem with you girl, hey! (One less, one less problem) [Verse 1: Ariana Grande] Hey, baby, even though I hate ya, I wanna love ya (I want you) And even though I can't forgive ya, I really want to (I want you) Tell me, tell me, baby, why can't you leave me? 'Cause even though I shouldn't want it, I gotta have it (I want you) [Pre-Chorus: Ariana Grande] Head in the clouds Got no weight on my shoulders I should be wiser, and realize that I've got [Chorus: Big Sean & Ariana Grande] One less problem without ya I got one less problem without ya I got one less problem without ya I got one less, one less problem One less problem without ya I got one less problem without ya I got one less problem without ya I got one less, one less problem [Verse 2: Ariana Grande] I know you're never gonna wake up, I gotta give up (But it's you) I know I shouldn't ever call back or let you come back (But it's you) Every time you touch me and say you love me I get a little bit breathless, I shouldn't want it (But it's you) [Pre-Chorus: Ariana Grande] Head in the clouds Got no weight on my shoulders I should be wiser, and realize that I've got [Chorus: Big Sean & Ariana Grande] One less problem without ya I got one less problem without ya I got one less problem without ya I got one less, one less problem One less problem without ya I got one less problem without ya (Ooh, babe) I got one less problem without ya (Ooh, woah) I got one less, one less problem [Verse 3: Iggy Azalea] It's Iggy Iggs! Uh, what you got? Smart money bettin' I'll be better off without you In no time I'll be forgettin' all about you You sayin' that you know, but I really, really doubt you Understand my life is easy when I ain't around you Iggy Iggy, too biggie to be here stressin' I'm thinkin' I love the thought of you more than I love your presence And the best thing now is probably for you to exit I let you go, let you back, I finally learned my lesson No half-steppin', either you want it or you just playin' I'm listenin' to you knowin' I can't believe what you sayin' There's a million you's baby boo, so don't be dumb I got 99 problems but you won't be one, like what [Bridge: Ariana Grande] Mmm, nah, one less, one less problem Mmm, yeah, one less, one less problem [Pre-Chorus: Ariana Grande] Head in the clouds Got no weight on my shoulders I should be wiser, and realize that I've got [Chorus: Big Sean, Ariana Grande & Iggy Azalea] One less problem without ya (Babe) I got one less problem without ya (No, babe) I got one less problem without ya (Ooh) I got one less, one less problem (Ooh, baby) One less problem without ya (Yeah, I got) I got one less problem without ya (Woo, hey!) I got one less problem without ya I got one less, one less problem, problem, baby One less problem without ya (Hey) I got one less problem without ya (Without you) I got one less problem without ya (I got one less, one less, yeah) I got one less, one less problem, yeah",
"Pompeii","Bastille", "Eh, eheu, eheu Eh, eheu, eheu Eh, eheu, eheu Eh, eheu, eheu Eh, eheu, eheu Eh, eheu, eheu Eh, eheu, eheu Eh, eheu, eheu [Verse 1] I was left to my own devices Many days fell away with nothing to show [Pre-Chorus] And the walls kept tumbling down in the city that we love Grey clouds roll over the hills, bringing darkness from above [Chorus] But if you close your eyes Does it almost feel like nothing changed at all? And if you close your eyes Does it almost feel like you've been here before? How am I going to be an optimist about this? How am I going to be an optimist about this? [Verse 2] We were caught up and lost in all of our vices In your pose as the dust settled around us [Pre-Chorus] And the walls kept tumbling down in the city that we love Grey clouds roll over the hills, bringing darkness from above [Chorus] But if you close your eyes Does it almost feel like nothing changed at all? And if you close your eyes Does it almost feel like you've been here before? How am I going to be an optimist about this? How am I going to be an optimist about this? [Bridge] Oh, where do we begin, the rubble or our sins? Oh, where do we begin, the rubble or our sins? [Pre-Chorus] And the walls kept tumbling down in the city that we love (Oh, where do we begin, the rubble or our sins?) Grey clouds roll over the hills bringing darkness from above (Oh, where do we begin, the rubble or our sins?) [Chorus] But if you close your eyes Does it almost feel like nothing changed at all? And if you close your eyes Does it almost feel like you've been here before? How am I going to be an optimist about this? How am I going to be an optimist about this? If you close your eyes Does it almost feel like nothing changed at all? [Outro] Eh, eheu, eheu Eh, eheu, eheu Eh, eheu, eheu Eh, eheu, eheu Eh, eheu, eheu Eh, eheu, eheu Eh, eheu, eheu Eh, eheu, eheu",
"Team","Lorde", "Wait till you're announced We've not yet lost all our graces The hounds will stay in chains Look upon Your Greatness and She'll Send the call out, send the call out Send the call out, send the call out Send the call out, send the call out Send the call out, send the call out Send the call out, send the call out Send the call out, send the call out Send the call out, send the call out Send the call out, send the call out [Verse 1] Call all the ladies out They're in their finery A hundred jewels on throats A hundred jewels between teeth Now bring my boys in Their skin in craters like the moon The moon we love like a brother While he glows through the room [Pre-Chorus] Dancin' around the lies we tell Dancin' around big eyes, as well Even the comatose They don't dance and tell [Chorus] We live in cities you'll never see on-screen Not very pretty, but we sure know how to run things Livin' in ruins of a palace within my dreams And you know, we're on each other's team [Post-Chorus] I'm kind of over gettin' told to throw my hands up in the air So there [Verse 2] So all the cups got broke Shards beneath our feet But it wasn't my fault And everyone's competing For a love they won't receive 'Cause what this palace wants is release [Chorus] We live in cities you'll never see on-screen Not very pretty, but we sure know how to run things Livin' in ruins of a palace within my dreams And you know, we're on each other's team [Post-Chorus] I'm kind of over gettin' told to throw my hands up in the air So there I'm kind of older than I was when I reveled without a care So there [Chorus] We live in cities you'll never see on-screen Not very pretty, but we sure know how to run things Livin' in ruins of a palace within my dreams And you know, we're on each other's team [Outro] We're on each other's team And you know, we're on each other's team We're on each other's team And you know, and you know, and you know",
"Love Me Again","John Newman", "Know I've done wrong I left your heart torn Is that what devils do? Took you so low Where only fools go I shook the angel in you [Pre-Chorus] Now I'm rising from the ground Rising up to you Filled with all the strength I found There's nothing I can't do [Chorus] I need to know now, know now Can you love me again? I need to know now, know now Can you love me again? I need to know now, know now Can you love me again? I need to know now, know now Can you love me again? Can you love me again? [Verse 2] It's unforgivable I stole and burnt your soul Is that what demons do? They rule the worst of me Destroy everything They bring down angels like you [Pre-Chorus] Now I'm rising from the ground Rising up to you Filled with all the strength I found There's nothing I can't do [Chorus] I need to know now, know now Can you love me again? I need to know now, know now Can you love me again? (Can you love me again?) Can you love me again? [Bridge] I told you once, I can't do this again Do this again, oh lord I told you once, I can't do this again Do this again, oh no [Chorus] I need to know now, know now Can you love me again? I need to know now, know now Can you love me again? I need to know now, know now (Can you love me again?) (Can you love me again?) Can you love me again? Can you love me again?",
"Latch","Disclosure", "'Nother 'Nother 'Nother [Verse 1: Sam Smith] You lift my heart up when the rest of me is down You, you enchant me even when you're not around If there are boundaries, I will try to knock them down I'm latching on, babe, now I know what I have found [Pre-Chorus: Sam Smith] I feel we're close enough I wanna lock in your love I think we're close enough Could I lock in your love, baby? [Chorus: Sam Smith] Now I've got you in my space I won't let go of you Got you shackled in my embrace I'm latching on to you Now I've got you in my space I won't let go of you Got you shackled in my embrace I'm latching on to you [Verse 2: Sam Smith] I'm so encaptured, got me wrapped up in your touch Feel so enamoured, hold me tight within your clutch How do you do it? You got me losing every breath What did you give me to make my heart beat out my chest? [Pre-Chorus: Sam Smith] I feel we're close enough I wanna lock in your love I think we're close enough Could I lock in your love, baby? I feel we're close enough I wanna lock in your love I think we're close enough Could I lock in your love, baby? [Chorus: Sam Smith] Now I've got you in my space I won't let go of you Got you shackled in my embrace I'm latching on to you Now I've got you in my space I won't let go of you Got you shackled in my embrace I'm latching on to you [Outro: Sam Smith] I'm latching on to you I won't let go of you I'm latching on to you I won't let go of you I won't let go, I won't let go I won't let go, I won't let go",
"Adore You","Miley Cyrus", "Oh-oh, hey, oh-oh [Verse 1] Baby, baby, yeah, are you listening? Wondering where you've been all my life I just started living Ooh-oh, baby, are you listening? Oh-oh [Chorus] When you say you love me Know I love you more And when you say you need me Know I need you more Boy, I adore you I adore you [Verse 2] Baby, can you hear me When I'm crying out for you? I'm scared, oh, so scared But when you're near me I feel like I'm standing with an army Of men armed with weapons, hey, oh-oh [Chorus] When you say you love me Know I love you more And when you say you need me Know I need you more Boy, I adore you I adore you [Bridge] I love lying next to you I could do this for eternity, you and me We're meant to be in holy matrimony God knew exactly what he was doing When he led me to you [Chorus] When you say you love me Know I love you more (I love you more) And when you say you need me Know I need you more Boy, I adore you I adore you [Outro] When you say you love me Know I love you more And when you say you need me Know I need you more Boy, I adore you I adore you",
"Love Never Felt So Good","Michael Jackson", "Dancin' Let me see you move, come on Dancin' Let me see you move [Verse 1: Michael Jackson] Baby, love never felt so good And I doubt if it ever could Not like you hold me, hold me Oh baby, love never felt so fine And I doubt if it's never mine Not like you hold me, hold me [Pre-Chorus: Michael Jackson] And the night is gonna be just fine Gotta fly, gotta see, can't believe I can't take it, cause [Chorus: Michael Jackson] Baby, every time I love you In and out of my life, in and out baby Tell me, if you really love me It's in and out of my life, in and out baby So baby, love never felt so good [Verse 2: Justin Timberlake] Baby, love never felt so fine And I doubt if it was ever mine Not like you hold me, hold me Ooh baby, love never felt so good And I doubt if it ever could Not like you hold me, hold me [Pre-Chorus: Justin Timberlake & Michael Jackson] And the night through the thick and thin Gotta fly, gotta see, can't believe I can't take it cause [Chorus: Michael Jackson & Justin Timberlake] Baby, every time I love you In and out of my life, in and out baby Tell me, if you really love me It's in and out of my life, in and out baby So baby, love never felt so good [Bridge: Justin Timberlake] Dancin' Let me see you move, come on Let me see you move Dancin' Let me see you move, come on I said let me see you move Michael [Pre-Chorus: Michael Jackson] And the night, that is good Gotta fly, gotta see, can't believe I can't take it cause [Chorus: Michael Jackson] Baby, every time I love you In and out of my life, in and out baby Tell me, if you really love me It's in and out of my life, in and out baby So baby, love never felt so good Baby, every time I love you In and out of my life, in and out baby Tell me, if you really love me It's in and out of my life, in and out baby So baby, love never felt so good",
"Burn","Ellie Goulding", "We, we don't have to worry 'bout nothing 'Cause we got the fire And we're burning one hell of a something They, they gonna see us from outer space Outer space, light it up Like we're the stars of the human race, human race [Chorus] When the lights turned down, they don't know what they heard Strike the match, play it loud, giving love to the world We'll be raising our hands, shining up to the sky 'Cause we got the fire, fire, fire Yeah, we got the fire, fire, fire [Hook] And we gonna let it burn, burn, burn, burn We gonna let it burn, burn, burn, burn Gonna let it burn, burn, burn, burn We gonna let it burn, burn, burn, burn [Verse 2] We don't wanna leave No, we just wanna be right now, right, ri-ri-right now And what we see, is everybody's on the floor Acting crazy, getting loco 'til the light's out Music's on, I'm waking up We start the fire, and we burn it up And it's over now, we got the love There's no sleeping now, no sleeping now, sleeping now [Chorus] When the lights turned down, they don't know what they heard Strike the match, play it loud, giving love to the world We'll be raising our hands, shining up to the sky 'Cause we got the fire, fire, fire Yeah, we got the fire, fire, fire [Hook] And we gonna let it burn, burn, burn, burn We gonna let it burn, burn, burn, burn Gonna let it burn, burn, burn, burn We gonna let it burn, burn, burn, burn [Bridge 1] When the lights turned down, they don't know what they heard Strike the match, play it loud, giving love to the world We gonna let it burn, burn, burn, burn, burn, burn (ooh) Burn, burn, burn, burn, burn, burn (ooh) [Bridge 2] We can light it up, up, up So they can't put it out, out, out We can light it up, up, up So they can't put it out, out, out We can light it up, up, up So they can't put it out, out, out We can light it up, up, up So they can't put it out, out, out [Chorus] When the lights turned down, they don't know what they heard Strike the match, play it loud, giving love to the world We'll be raising our hands, shining up to the sky 'Cause we got the fire, fire, fire Yeah, we got the fire, fire, fire [Hook] And we gonna let it burn, burn, burn, burn We gonna let it burn, burn, burn, burn Gonna let it burn, burn, burn, burn We gonna let it burn, burn, burn, burn (let it burn) [Outro] When the lights turned down, they don't know what they heard Strike the match, play it loud, giving love to the world We'll be raising our hands, shining up to the sky (burn, burn, burn, burn, we gonna let it burn, burn, let it burn) 'Cause we got the fire, fire, fire Yeah, we got the fire, fire, fire And we're gonna let it burn",
"She Looks So Perfect","5 Seconds of Summer", "Hey-hey, hey-hey, hey-hey, hey Hey-hey, hey-hey, hey-hey, hey [Verse 1: Luke] Simmer down, simmer down They say we’re too young now to amount to anything else But look around We worked too damn hard for this just to give it up now If you don’t swim, you’ll drown But don’t move, honey [Chorus: All] You look so perfect standing there In my American Apparel underwear And I know now that I’m so down Your lipstick stain is a work of art I got your name tattooed in an arrow heart And I know now that I’m so down (Hey!) [Post-Chorus: All] Hey-hey, hey-hey, hey-hey, hey [Verse 2: Calum] Let’s get out, let’s get out 'Cause this deadbeat town’s only here just to keep us down While I was out I found myself alone, just thinking If I showed up with a plane ticket And a shiny diamond ring with your name on it Would you wanna run away too? 'Cause all I really want is you [Chorus: All] You look so perfect standing there In my American Apparel underwear And I know now that I’m so down I made a mixtape straight out of ‘94 I’ve got your ripped skinny jeans lying on the floor And I know now that I’m so down (Hey!) [Post-Chorus: All] Hey-hey, hey-hey, hey-hey, hey [Bridge: Luke & All] You look so perfect standing there In my American Apparel underwear And I know now that I’m so down Your lipstick stain is a work of art I got your name tattooed in an arrow heart And I know now that I’m so down, (Hey!) [Post-Chorus: All] Hey-hey, hey-hey, hey-hey, hey [Chorus: All] You look so perfect standing there In my American Apparel underwear And I know now that I’m so down (Hey!) Your lipstick stain is a work of art (Hey!) I got your name tattooed in an arrow heart (Hey!) And I know now (Hey!) that I’m so down (Hey!)",
